personas;Plant Based Health Freak;American Meat Lover;Healthy Asian Food;Fat Craver
21;1.0;0.0;0.0;0.0
22;0.8666666666666667;0.13333333333333333;0.0;0.0
26;0.18181818181818182;0.09090909090909091;0.18181818181818182;0.5454545454545454
31;0.42857142857142855;0.0;0.0;0.5714285714285714
45;0.36363636363636365;0.45454545454545453;0.09090909090909091;0.09090909090909091
