Unnamed: 0;Name;Diet Label;Cuisine Label;Fat Label;Price Label;Images;personas
11;Black Coffee Barbecue Sauce;No Label;American;Low Fat;Low Price;"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/49/m1z1F8S5mAZgyImm5zYw_Lombardi%20Chicken%203.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/49/01481162521.jpeg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/49/Sa0Yu0UyRoyh1B03oLnD_20161102_174049.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/49/01477708512.jpeg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/49/tHou0UsyTiAsfQo29Fpi_Lombardi%20Chicken%202.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/49/X2b0bl8aTGivq4ErsD3g_Lombardi%20chicken%201.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/49/picvZU6rd.jpg"")";None
12;Chicago Style Pizza;No Label;American;Low Fat;Low Price;"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/50/picyuYoeC.jpg""";None
13;Chicken and Dumplings;Meat;European;High Fat;High Price;character(0);Fat Craver
14;Bratwurst;No Label;American;High Fat;Low Price;"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/52/picAkC0UW.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/52/piccYWEE1.jpg"")";Fat Craver
15;Buttermilk Ranch Dressing;No Label;American;Low Fat;High Price;character(0);None
16;Brisket with Sauerkraut and Applesauce;No Label;European;Low Fat;Low Price;"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/54/picQ2X4D8.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/54/pic3oloIV.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/54/picf0dw0o.jpg"")";None
17;All Purpose Quick Mix With 28 Variations;No Label;American;Low Fat;Low Price;"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/55/piclZzIyA.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/55/picMUqRBi.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/55/picmeltus.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/55/picO6xTtc.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/55/pic1hlVfW.jpg""
)";None
18;Brazilian Empadinhas;No Label;American;High Fat;High Price;"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/56/nTwHmSmmRqGCr5HAUapC_pie-1194.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/56/KVgOoNMtRF6wvr5F2LN8_IMG_20180506_232451.jpg"", ""https://img.sndimg.com/food/image/upload/v1/img/feed/56/FNPRvh8RVDt87oJMvdaQ_166757453857297.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/a_270/v1/img/recipes/56/YrLhorGAT1ifQL8kR6Wi_image.jpg?rotate=270"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/56/picJXAlyG.jpg"", ""https://img.sndimg.com/food/image/upload/v1/img/feed/56/JOBnvLyxTLOaUX9iAHwY_10158835129563134.jpg"", ""https://img.sndimg.com/food/image/upload/v1/img/feed/56/ZdWr5wSqTXxLp9gQKZva_6177182B-027F-47EE-9C80-39990213CCFC.jpeg"", ""https://img.sndimg.com/food/image/upload/v1/img/feed/56/VZPyxCFZRGDdqWjVI3Ig_0553DC1D-4ACE-4409-9EDD-5E05816DABF8.jpeg"", ""https://img.sndimg.com/food/image/upload/v1/img/feed/56/PqvYaX51TkK0ftMAzQpW_SPhotoEditor-20180123_200317.jpg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/56/J2tzJWCfRymRlQleEd6y_pie-1181.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/56/LOQPyV1SkSvINuu2lHnQ_pie-1178.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/56/FKfvNy09TZOJZXhks55M_image.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/56/WcvltJdQpaBj0VuIwkRM_20150221_185141.jpg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/56/pfKfVg22RWae0KXp4Zxx_IMG_20150221_124006.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/56/picJEONrC.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/56/picrMc1hm.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/56/picI0FnqN.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/56/picm865Ry.jpg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/56/picpY7xxC.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/56/picG0knyL.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/56/picMujOhS.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/56/6mu4U7FdQvSbUJcZsfnb_2285843731647190.jpg"", ""https://img.sndimg.com/food/image/upload/v1/img/feed/56/irAZOAxdSjOqcEnJuVTG_2285843731647190.jpg"", 
""https://img.sndimg.com/food/image/upload/v1/img/feed/56/pzhS4q7QKSMqZASDBtNB_IMG_20180506_232451.jpg"", ""https://img.sndimg.com/food/image/upload/v1/img/feed/56/Vg7ihmiYSTeiZMT2CpTQ_Buttermilk%20pie.JPG"", ""https://img.sndimg.com/food/image/upload/v1/img/feed/56/M3067khQQjC4cYTLtBSM_20170312_211847.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/56/NNse5q3TRZum6MXQVNya_IMG_6814.JPG"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/56/pick370mI.jpg""
)";Fat Craver
19;Braised Brussels Sprouts With Vinegar and Dill;No Label;European;Low Fat;High Price;character(0);None
20;Butter Dips;No Label;American;Low Fat;Low Price;"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/58/picnE8qoe.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/58/picwiayaY.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/58/picAaGXgc.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/58/picD2ey4Z.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/58/picKtSTwb.jpg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/58/picY2Aqui.jpg"")";None
21;Brown Rice and Vegetable Pilaf;Vegetarian;American;Low Fat;High Price;"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/59/pickKDLXe.jpg""";Green Health Freak
22;Brown Bag Apple Salad;No Label;American;Low Fat;Low Price;character(0);None
23;Blue Stuffed Mushrooms;No Label;American;High Fat;Low Price;character(0);Fat Craver
24;Calzone;Meat;European;Low Fat;Low Price;character(0);None
25;Capsicum, Tomato and Crunchy Bread Salad;No Label;European;High Fat;Low Price;character(0);Fat Craver
26;Chaat Masala;No Label;Asian;Low Fat;High Price;character(0);Healthy Asian
27;Braised Chicken with Onions and Tomatoes;Meat;Asian;Low Fat;High Price;"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/66/pic6Ysx4x.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/66/picknLY3c.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/66/piclB5wbq.jpg"")";Healthy Asian
28;Cheesy Scalloped Potato Side Dish;Vegetarian;American;Low Fat;Low Price;character(0);Green Health Freak
29;Borscht;No Label;European;Low Fat;Low Price;character(0);None
30;Cheeseburger Casserole;Meat;American;Low Fat;Low Price;character(0);None
31;Caputo's Halibut With Mint and Balsamic Vinegar;No Label;European;High Fat;Low Price;character(0);Fat Craver
32;Cajun Beef Burgers;No Label;American;High Fat;Low Price;character(0);Fat Craver
33;Butterflied Lamb with Garlic Butter;Meat;European;High Fat;High Price;character(0);Fat Craver
34;Borsch;No Label;European;Low Fat;Low Price;character(0);None
35;Chicken and Broccoli Lasagna;Meat;European;High Fat;High Price;"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/74/kZ2yXx22RimC8sHBAlFa_image.jpg""";Fat Craver
36;Carrot Ginger Biscuits;No Label;Asian;Low Fat;High Price;character(0);Healthy Asian
37;Chicken Breasts Saltimbocca;Meat;European;Low Fat;High Price;"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/76/lfS6kBlpRJMGzvXr3Gkz_AS%204%20-%20final_2.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/76/RU5fnqOQ6kQhNPHuyepw_AS%204%20-%20final_4.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/76/7Zay46y4T5iIMpwytGAh_9A7A15FF-075C-4696-911B-80C05EC777C8.jpeg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/76/rD6D3t6SrmNouznAOrTT_IMG_1241.JPG"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/76/pic9nC3rH.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/76/picOZfuNC.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/76/picvhwJQj.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/76/piczatR8o.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/76/picCBDhXY.jpg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/76/pict87aHR.jpg"")";None
38;A New Spaghetti with Clams;No Label;European;Low Fat;Low Price;character(0);None
39;Carrot & Tahini Sandwich;Vegan;Asian;Low Fat;Low Price;character(0);Green Health Freak
40;Lamb and Pork Cassoulet;Meat;American;Low Fat;Low Price;character(0);None
41;Caribbean Cowpeas and Rice;No Label;American;Low Fat;Low Price;character(0);None
42;Carnation Lean Fettuccine Alfredo;No Label;European;High Fat;Low Price;"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/82/82.jpg""";Fat Craver
43;Chanfana Ou Lampantana;No Label;European;High Fat;High Price;character(0);Fat Craver
44;Cherry Sandwich Maker Snack;No Label;European;Low Fat;High Price;"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/84/pickFstbF.jpg""";None
45;Chicken and Pineapple Salad With Curry Mayonnaise;Meat;Asian;High Fat;High Price;"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/85/picH7CI8k.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/85/picxHaQSq.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/85/pic3a9BE3.jpg"")";Fat Craver
46;Carrie's Pizza Rolls;No Label;European;Low Fat;High Price;character(0);None
47;Cherry Tomatoes on Provolone Garlic Bread;No Label;European;Low Fat;High Price;character(0);None
48;Cheesy Chicken Noodle Casserole;Meat;European;Low Fat;High Price;character(0);None
49;Bugwiches;No Label;Asian;Low Fat;High Price;character(0);Healthy Asian
50;Cheese Rolls;No Label;American;Low Fat;Low Price;"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/90/picbvBYE9.jpg""";None
51;All-Purpose Crock Pot Chicken;Meat;American;High Fat;Low Price;character(0);Meat-loving American
52;Anise Toast;No Label;European;High Fat;Low Price;character(0);Fat Craver
53;Light Cucumber Soup;No Label;European;Low Fat;Low Price;character(0);None
54;Cold Celery;No Label;Asian;Low Fat;High Price;character(0);Healthy Asian
55;Chicken Flambe;Meat;European;High Fat;Low Price;character(0);Fat Craver
56;Chicken Curry;Meat;Asian;Low Fat;Low Price;character(0);Healthy Asian
57;Chicken Goulash on a Sour Cream Crust;Meat;European;High Fat;Low Price;character(0);Fat Craver
58;Chicken in Pizza Dough;Meat;European;Low Fat;High Price;character(0);None
59;Chicken Lasagna;Meat;American;Low Fat;High Price;character(0);None
60;Chicken Liver Pate;Meat;American;High Fat;Low Price;"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/10/2/picKlg7Uh.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/10/2/picmDH8PY.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/10/2/picH4phGr.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/10/2/picEtXOFk.jpg"")";Meat-loving American
61;Chicken Liver Pate II;Meat;European;High Fat;High Price;character(0);Fat Craver
62;Coconut Shrimp With Orange Mustard Sauce;No Label;American;Low Fat;Low Price;"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/10/4/picP5Bk3R.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/10/4/pic7l8Eud.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/10/4/picacxtDK.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/10/4/picdIpfbV.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/10/4/pic8kCDB4.jpg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/10/4/picqFCjkj.jpg"")";None
63;Chicken Liver Pate III;Meat;European;High Fat;High Price;character(0);Fat Craver
64;Appetizers-Easy Stuffed Mushrooms;No Label;European;Low Fat;High Price;character(0);None
65;Anzac Biscuits;No Label;European;High Fat;Low Price;character(0);Fat Craver
66;Ancho Chile Rub;No Label;American;Low Fat;High Price;"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/10/9/picnSlN8g.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/10/9/picHIRziT.jpg"")";None
67;Amish Six Layer Dinner;Meat;American;Low Fat;Low Price;character(0);None
68;Chicken on Sunday  (Or Whenever);Meat;Asian;High Fat;Low Price;character(0);Fat Craver
69;Chicken Pot Pie Lasagna;Meat;European;Low Fat;High Price;character(0);None
70;Chicken Roll-Ups;Meat;American;High Fat;High Price;"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/4/picn5ling.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/4/pickW002f.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/4/pic6wVin0.jpg"")";Meat-loving American
71;Chicken Supreme with Mushrooms;Meat;European;High Fat;High Price;character(0);Fat Craver
72;Cola Roast;No Label;American;Low Fat;Low Price;"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/6/3VsX300jTOOiZyIg6oV2_blueberry-scones-3.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/6/Pdw8MwSBSeSeIjtGzdEn_IMG_3687.JPG"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/6/29KUHClS4CNI0qz1BanJ_FB6A1B91-56B2-442D-B7CE-0DC70CA05C81.jpeg"", ""https://img.sndimg.com/food/image/upload/v1/img/feed/116/YO6JtCb3TemvhHvh9bi5_image.jpg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/6/a7WQtWyRf6AkQ7YGBZoR_DSC_1135.JPG"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/6/7qrKeQQh263RVQAjQRsg_image.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/6/01496581463.jpeg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/6/QbZXDx15QvmTEZcJFsDJ_blueberry-scones-4.jpg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/6/L1y2uQxRc23Shd4MqRhn_blueberry-scones-2.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/6/picxvhWQW.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/6/picI1PiFQ.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/6/picq9Ryom.jpg"")";None
73;Chicken Sate with Peanut Sauce;Meat;American;Low Fat;High Price;"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/7/picDf97kf.jpg""";None
74;Coconut Crunch Beans;No Label;Asian;High Fat;High Price;"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/8/pic1UgDNm.jpg""";Fat Craver
75;Coconut Chicken Bites;Meat;American;High Fat;Low Price;character(0);Meat-loving American
76;Chicken With Portabella Mushrooms-;Meat;European;High Fat;Low Price;character(0);Fat Craver
77;Chicken, Mozzarella & Pepper Tarts;Meat;European;High Fat;Low Price;character(0);Fat Craver
78;Chicken-Fried Steak With Cracked Pepper Gravy;Meat;American;High Fat;Low Price;character(0);Meat-loving American
79;Claudi Sanders' Refrigerator Rolls;No Label;American;Low Fat;High Price;character(0);None
80;$20,000 Prize-Winning Chili Con Carne;Meat;American;Low Fat;Low Price;character(0);None
81;Chinese Chicken;Meat;Asian;High Fat;Low Price;character(0);Fat Craver
82;Classic Chicken and Coconut Soup;Meat;American;Low Fat;Low Price;character(0);None
83;Chinese Hot and Sour Chicken Noodle Salad;Meat;Asian;Low Fat;Low Price;character(0);Healthy Asian
84;Clam - Lobster Bake;No Label;American;High Fat;High Price;"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/8/picfvdzrj.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/8/picQZEhmD.jpg"")";Fat Craver
85;Chinese Hot and Sour Pork Soup;Meat;Asian;Low Fat;Low Price;"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/9/picI35rA2.jpg""";Healthy Asian
86;Citrus Glazed Barbecued Pork Loin;Meat;American;Low Fat;Low Price;character(0);None
87;Citrus Chicken;Meat;American;High Fat;High Price;character(0);Meat-loving American
88;Citrus Baked Halibut;No Label;European;High Fat;High Price;character(0);Fat Craver
89;Chinese Meatballs;Meat;Asian;Low Fat;Low Price;character(0);Healthy Asian
90;Cinnamon Curry Rice;No Label;Asian;High Fat;High Price;character(0);Fat Craver
91;Chunky Tomato Cheese Pie;No Label;American;Low Fat;High Price;character(0);None
92;Christmas Cranberry Salad;No Label;European;High Fat;High Price;character(0);Fat Craver
93;Chocolate Caramels;No Label;American;High Fat;Low Price;character(0);Fat Craver
94;Chocolate Cashew Spread;No Label;Asian;High Fat;High Price;character(0);Fat Craver
95;Chicken Curry II;Meat;Asian;High Fat;Low Price;"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/14/2/picZy4Zce.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/14/2/picBalUMf.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/14/2/pict7Ozd5.jpg"")";Fat Craver
96;Chicken Giblets or Livers;Meat;European;High Fat;Low Price;"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/14/3/picBwpb8U.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/14/3/picJwZRaN.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/14/3/picxHeUf1.jpg"")";Fat Craver
97;Chicken Fried Brown Rice;No Label;Asian;Low Fat;Low Price;character(0);Healthy Asian
98;Swiss Crab Melt;No Label;European;Low Fat;High Price;character(0);None
99;Lee's Hot Crab Dip;No Label;American;High Fat;High Price;character(0);Fat Craver
100;Grilled Avocado Toast;No Label;American;Low Fat;Low Price;character(0);None
101;Mustard Dill Sauce I;No Label;American;Low Fat;High Price;character(0);None
102;Cucumber Pita Wedges;Vegetarian;American;Low Fat;Low Price;character(0);Green Health Freak
103;Thai Chicken Curry;Meat;Asian;Low Fat;Low Price;character(0);Healthy Asian
104;Thai Chicken Noodles;Meat;Asian;Low Fat;High Price;character(0);Healthy Asian
105;Sorrel Tarragon Sauce;No Label;European;Low Fat;Low Price;character(0);None
106;Thai Cucumber Salad;No Label;Asian;Low Fat;Low Price;"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/15/3/picjFhmLD.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/15/3/picldR2s3.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/15/3/picqwMJR8.jpg"")";Healthy Asian
107;Stewed Jimmy Crabs;No Label;American;Low Fat;Low Price;character(0);None
108;Chinese Style Sauteed Firm Tofu;Vegetarian;Asian;Low Fat;High Price;"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/15/5/jAqyjMulRhqQ8Jkd5Ch8_DSC_7660.JPG"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/15/5/pickuBJGX.jpg"")";Green Health Freak
109;Chesapeake Bay Crab Salad;No Label;American;Low Fat;Low Price;character(0);None
110;Crab Bisque Chincoteague;No Label;American;High Fat;Low Price;character(0);Fat Craver
111;Maryland Pavilion Crab Cakes;No Label;European;Low Fat;High Price;character(0);None
112;Twice-Baked Potatoes (Microwave);Vegetarian;American;Low Fat;High Price;"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/15/9/picsDFqlH.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/15/9/picQp6jJX.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/15/9/picrxdPdC.jpg"")";Green Health Freak
113;Twice Baked Potatoes;Vegetarian;European;High Fat;High Price;character(0);Green Health Freak
114;Spiced Pear Butter;No Label;European;Low Fat;High Price;character(0);None
115;Lemon Curried Lamb Chops;Meat;Asian;High Fat;High Price;character(0);Fat Craver
116;Lemon Mint Lamb Chops;Meat;American;High Fat;Low Price;character(0);Meat-loving American
117;Winter Pear Butter;No Label;European;Low Fat;Low Price;character(0);None
118;Meatballs in Cheese Pastry;Meat;American;High Fat;Low Price;character(0);Meat-loving American
119;Basic Habanero Sauce;No Label;American;Low Fat;Low Price;character(0);None
120;Greek Phyllo Seafood Rolls;No Label;European;Low Fat;High Price;"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/16/7/pictKxvMg.jpg""";None
121;Ouzo-Marinated Greek Cheese;No Label;European;High Fat;Low Price;"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/16/8/pic2xDQsB.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/16/8/pic6PPzfZ.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/16/8/pic486uc6.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/16/8/picBnYQ3Z.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/16/8/pictsjgNN.jpg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/16/8/picFK8yDB.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/16/8/picw7fBt6.jpg"")";Fat Craver
